Name,IMDB Ratings,IMDB Score,Content Rating,Date Released,Genres,Genre 1,Genre 2,Genre 3,Keywords,Keyword 1,Keyword 2,Keyword 3,Keyword 4,Keyword 5,Production Companies,Stars,Star 1,Star 1 url,Star 2,Star 2 url,Star 3,Star 3 url,Directors,Director 1,Director 1 url,Director 2,Director 2 url,Director 3,Director 3 url,Writers,Writer 1,Writer 1 url,Writer 2,Writer 2 url,Writer 3,Writer 3 url,Runtime,Nominations,Awards,Estimated Budget,Budget Currency,Gross Revenue US&Canada USD,Opening Weekend Revenue US&Canada USD,Gross Revenue Worldwide USD
Talk to Me,107145,7.1,14A,2023-07-28,"['Horror', 'Thriller']",Horror,Thriller,unknown,"['disembodied hand', 'conjuring spirits', 'singing along to music on a car radio', 'dead mother', 'spirit']",disembodied hand,conjuring spirits,singing along to music on a car radio,dead mother,spirit,"['Causeway Films', 'Head Gear Films', 'Metrol Technology']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm8490058/', 'name': 'Ari McCarthy'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm6006955/', 'name': 'Hamish Phillips'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm13567262/', 'name': 'Kit Erhart-Bruce'}]",Ari McCarthy,https://www.imdb.com/name/nm8490058/,Hamish Phillips,https://www.imdb.com/name/nm6006955/,Kit Erhart-Bruce,https://www.imdb.com/name/nm13567262/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm4053334/', 'name': 'Danny Philippou'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm6100536/', 'name': 'Michael Philippou'}]",Danny Philippou,https://www.imdb.com/name/nm4053334/,Michael Philippou,https://www.imdb.com/name/nm6100536/,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0375200/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0121295/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0362154/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm4053334/', 'name': 'Danny Philippou'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm5921025/', 'name': 'Bill Hinzman'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2587184/', 'name': 'Daley Pearson'}]",Danny Philippou,https://www.imdb.com/name/nm4053334/,Bill Hinzman,https://www.imdb.com/name/nm5921025/,Daley Pearson,https://www.imdb.com/name/nm2587184/,95,0,0,4500000.0,USD,48299436.0,10431720.0,91937138.0
Enola Holmes 2,94882,6.8,PG-13,2022-11-04,"['Action', 'Adventure', 'Crime']",Action,Adventure,Crime,"['detective', 'runaway', 'fight', 'teenager', 'teenage girl']",detective,runaway,fight,teenager,teenage girl,"['Legendary Entertainment', 'Netflix', 'PCMA Management and Productions']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm5611121/', 'name': 'Millie Bobby Brown'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0147147/', 'name': 'Henry Cavill'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000667/', 'name': 'David Thewlis'}]",Millie Bobby Brown,https://www.imdb.com/name/nm5611121/,Henry Cavill,https://www.imdb.com/name/nm0147147/,David Thewlis,https://www.imdb.com/name/nm0000667/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0102873/', 'name': 'Harry Bradbeer'}]",Harry Bradbeer,https://www.imdb.com/name/nm0102873/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0159111/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0144901/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0681061/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2113666/', 'name': 'Jack Thorne'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0102873/', 'name': 'Harry Bradbeer'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm9540892/', 'name': 'Nancy Springer'}]",Jack Thorne,https://www.imdb.com/name/nm2113666/,Harry Bradbeer,https://www.imdb.com/name/nm0102873/,Nancy Springer,https://www.imdb.com/name/nm9540892/,129,3,3,,unknown,,,
Glass Onion: A Knives Out Mystery,418703,7.1,PG,2022-12-23,"['Comedy', 'Crime', 'Drama']",Comedy,Crime,Drama,"['sequel', 'detective', 'benoit blanc character', 'twin sister', 'private island']",sequel,detective,benoit blanc character,twin sister,private island,"['Netflix', 'T-Street']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0185819/', 'name': 'Daniel Craig'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001570/', 'name': 'Edward Norton'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005028/', 'name': 'Kate Hudson'}]",Daniel Craig,https://www.imdb.com/name/nm0185819/,Edward Norton,https://www.imdb.com/name/nm0001570/,Kate Hudson,https://www.imdb.com/name/nm0005028/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0426059/', 'name': 'Rian Johnson'}]",Rian Johnson,https://www.imdb.com/name/nm0426059/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0144901/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0762940/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0426059/', 'name': 'Rian Johnson'}]",Rian Johnson,https://www.imdb.com/name/nm0426059/,unknown,unknown,unknown,unknown,139,52,124,40000000.0,USD,13280000.0,9400000.0,13280000.0
The Menu,363381,7.2,14A,2022-11-18,"['Comedy', 'Horror', 'Thriller']",Comedy,Horror,Thriller,"['food critic', 'blind obedience', 'perfectionist', 'obsession', 'revenge']",food critic,blind obedience,perfectionist,obsession,revenge,"['Hyperobject Industries', 'Searchlight Pictures']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000146/', 'name': 'Ralph Fiennes'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm5896355/', 'name': 'Anya Taylor-Joy'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0396558/', 'name': 'Nicholas Hoult'}]",Ralph Fiennes,https://www.imdb.com/name/nm0000146/,Anya Taylor-Joy,https://www.imdb.com/name/nm5896355/,Nicholas Hoult,https://www.imdb.com/name/nm0396558/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0617042/', 'name': 'Mark Mylod'}]",Mark Mylod,https://www.imdb.com/name/nm0617042/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0770923/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0028932/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2219721/', 'name': 'Seth Reiss'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm4301557/', 'name': 'Will Tracy'}]",Seth Reiss,https://www.imdb.com/name/nm2219721/,Will Tracy,https://www.imdb.com/name/nm4301557/,unknown,unknown,107,2,49,35000000.0,USD,38501125.0,9004957.0,79628200.0
The Banshees of Inisherin,234191,7.7,14A,2022-10-21,"['Comedy', 'Drama']",Comedy,Drama,unknown,"['brother sister relationship', 'friendship between men', 'year 1923', 'island', 'loneliness']",brother sister relationship,friendship between men,year 1923,island,loneliness,"['Searchlight Pictures', 'Film4', 'Blueprint Pictures']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0268199/', 'name': 'Colin Farrell'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0322407/', 'name': 'Brendan Gleeson'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0174403/', 'name': 'Kerry Condon'}]",Colin Farrell,https://www.imdb.com/name/nm0268199/,Brendan Gleeson,https://www.imdb.com/name/nm0322407/,Kerry Condon,https://www.imdb.com/name/nm0174403/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1732981/', 'name': 'Martin McDonagh'}]",Martin McDonagh,https://www.imdb.com/name/nm1732981/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0028932/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0197272/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0010002/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1732981/', 'name': 'Martin McDonagh'}]",Martin McDonagh,https://www.imdb.com/name/nm1732981/,unknown,unknown,unknown,unknown,114,144,341,,unknown,10582266.0,184454.0,49262687.0
The Whale,190889,7.7,14A,2022-12-21,['Drama'],Drama,unknown,unknown,"['gay character', 'gay', 'overweight man', 'caregiver', 'congestive heart failure']",gay character,gay,overweight man,caregiver,congestive heart failure,"['A24', 'Protozoa Pictures']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000409/', 'name': 'Brendan Fraser'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm5584750/', 'name': 'Sadie Sink'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1339223/', 'name': 'Ty Simpkins'}]",Brendan Fraser,https://www.imdb.com/name/nm0000409/,Sadie Sink,https://www.imdb.com/name/nm5584750/,Ty Simpkins,https://www.imdb.com/name/nm1339223/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0004716/', 'name': 'Darren Aronofsky'}]",Darren Aronofsky,https://www.imdb.com/name/nm0004716/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0390816/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0062935/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm5926708/', 'name': 'Samuel D. Hunter'}]",Samuel D. Hunter,https://www.imdb.com/name/nm5926708/,unknown,unknown,unknown,unknown,117,46,117,10000000.0,USD,17463630.0,332152.0,54883206.0
Smile,147372,6.5,14A,2022-09-30,"['Horror', 'Mystery', 'Thriller']",Horror,Mystery,Thriller,"['jump scare', 'going insane', 'evil smile', 'psychological', 'curse']",jump scare,going insane,evil smile,psychological,curse,"['Paramount Players', 'Temple Hill Entertainment']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1788739/', 'name': 'Sosie Bacon'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1900772/', 'name': 'Jessie T. Usher'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0973177/', 'name': 'Kyle Gallner'}]",Sosie Bacon,https://www.imdb.com/name/nm1788739/,Jessie T. Usher,https://www.imdb.com/name/nm1900772/,Kyle Gallner,https://www.imdb.com/name/nm0973177/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm6475689/', 'name': 'Parker Finn'}]",Parker Finn,https://www.imdb.com/name/nm6475689/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0663819/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0069651/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm6475689/', 'name': 'Parker Finn'}]",Parker Finn,https://www.imdb.com/name/nm6475689/,unknown,unknown,unknown,unknown,115,2,9,17000000.0,USD,105935048.0,22609925.0,217408513.0
Don't Worry Darling,134421,6.3,14A,2022-09-23,"['Drama', 'Mystery', 'Thriller']",Drama,Mystery,Thriller,"['housewife', 'oral sex', 'throat slit', 'husband wife sex', 'egg']",housewife,oral sex,throat slit,husband wife sex,egg,"['New Line Cinema', 'New Line Productions', 'Vertigo Entertainment']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm6073955/', 'name': 'Florence Pugh'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm4089170/', 'name': 'Harry Styles'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1517976/', 'name': 'Chris Pine'}]",Florence Pugh,https://www.imdb.com/name/nm6073955/,Harry Styles,https://www.imdb.com/name/nm4089170/,Chris Pine,https://www.imdb.com/name/nm1517976/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1312575/', 'name': 'Olivia Wilde'}]",Olivia Wilde,https://www.imdb.com/name/nm1312575/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0046718/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0001803/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0084207/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm4199289/', 'name': 'Katie Silberman'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1139317/', 'name': 'Carey Van Dyke'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0886749/', 'name': 'Shane Van Dyke'}]",Katie Silberman,https://www.imdb.com/name/nm4199289/,Carey Van Dyke,https://www.imdb.com/name/nm1139317/,Shane Van Dyke,https://www.imdb.com/name/nm0886749/,123,10,17,20000000.0,USD,45309403.0,19353213.0,87609403.0
Brahmastra Part One: Shiva,110434,5.6,PG,2022-09-09,"['Action', 'Adventure', 'Fantasy']",Action,Adventure,Fantasy,"['fantasy superhero', 'non comic book superhero', 'superhero', 'villain', 'supervillain']",fantasy superhero,non comic book superhero,superhero,villain,supervillain,"['Dharma Productions', 'Double Negative (DNEG)', 'Prime Focus']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000821/', 'name': 'Amitabh Bachchan'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1633541/', 'name': 'Ranbir Kapoor'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1017633/', 'name': 'Alia Bhatt'}]",Amitabh Bachchan,https://www.imdb.com/name/nm0000821/,Ranbir Kapoor,https://www.imdb.com/name/nm1633541/,Alia Bhatt,https://www.imdb.com/name/nm1017633/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2209781/', 'name': 'Ayan Mukerji'}]",Ayan Mukerji,https://www.imdb.com/name/nm2209781/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0078768/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0105115/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0090425/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm4990507/', 'name': 'Hussain Dalal'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2209781/', 'name': 'Ayan Mukerji'}]",Hussain Dalal,https://www.imdb.com/name/nm4990507/,Ayan Mukerji,https://www.imdb.com/name/nm2209781/,unknown,unknown,167,32,35,4100000000.0,INR,7839108.0,4543659.0,50164785.0
The Fabelmans,108115,7.5,PG,2022-11-23,['Drama'],Drama,unknown,unknown,"['arizona', 'boy', 'northern california', 'menorah', 'aspiring filmmaker']",arizona,boy,northern california,menorah,aspiring filmmaker,"['Amblin Entertainment', 'Amblin Partners', 'Reliance Entertainment']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0931329/', 'name': 'Michelle Williams'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm5450413/', 'name': 'Gabriel LaBelle'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0200452/', 'name': 'Paul Dano'}]",Michelle Williams,https://www.imdb.com/name/nm0931329/,Gabriel LaBelle,https://www.imdb.com/name/nm5450413/,Paul Dano,https://www.imdb.com/name/nm0200452/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000229/', 'name': 'Steven Spielberg'}]",Steven Spielberg,https://www.imdb.com/name/nm0000229/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0009119/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0567243/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0336601/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000229/', 'name': 'Steven Spielberg'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1065785/', 'name': 'Tony Kushner'}]",Steven Spielberg,https://www.imdb.com/name/nm0000229/,Tony Kushner,https://www.imdb.com/name/nm1065785/,unknown,unknown,151,29,275,40000000.0,USD,17348945.0,161579.0,45631458.0
Amsterdam,86694,6.1,14A,2022-10-07,"['Comedy', 'Drama', 'History']",Comedy,Drama,History,"['1930s', 'fascism', 'dadaism', 'war wound', 'year 1933']",1930s,fascism,dadaism,war wound,year 1933,"['20th Century Studios', 'Canterbury Classic', 'Forest Hill Entertainment']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000288/', 'name': 'Christian Bale'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm3053338/', 'name': 'Margot Robbie'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0913475/', 'name': 'John David Washington'}]",Christian Bale,https://www.imdb.com/name/nm0000288/,Margot Robbie,https://www.imdb.com/name/nm3053338/,John David Washington,https://www.imdb.com/name/nm0913475/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0751102/', 'name': 'David O. Russell'}]",David O. Russell,https://www.imdb.com/name/nm0751102/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0781821/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0360185/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0731759/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0751102/', 'name': 'David O. Russell'}]",David O. Russell,https://www.imdb.com/name/nm0751102/,unknown,unknown,unknown,unknown,134,2,11,80000000.0,USD,14947969.0,6444896.0,31245810.0
Tár,86318,7.4,PG,2022-10-28,"['Drama', 'Music']",Drama,Music,unknown,"['orchestra', 'lesbian character', 'classical music', 'lgbt', 'wife wife relationship']",orchestra,lesbian character,classical music,lgbt,wife wife relationship,"['Focus Features', 'Standard Film Company', 'EMJAG Productions']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000949/', 'name': 'Cate Blanchett'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm4374524/', 'name': 'Noémie Merlant'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0396125/', 'name': 'Nina Hoss'}]",Cate Blanchett,https://www.imdb.com/name/nm0000949/,Noémie Merlant,https://www.imdb.com/name/nm4374524/,Nina Hoss,https://www.imdb.com/name/nm0396125/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0276062/', 'name': 'Todd Field'}]",Todd Field,https://www.imdb.com/name/nm0276062/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0042399/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0081915/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0223721/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0276062/', 'name': 'Todd Field'}]",Todd Field,https://www.imdb.com/name/nm0276062/,unknown,unknown,unknown,unknown,158,73,250,25000000.0,USD,6773650.0,158620.0,29033510.0
Pearl,81766,7.0,18A,2022-09-16,"['Drama', 'Horror', 'Thriller']",Drama,Horror,Thriller,"['domineering mother', 'female nudity', 'prequel', 'female protagonist', 'rural setting']",domineering mother,female nudity,prequel,female protagonist,rural setting,"['A24', 'Bron Creative', 'Little Lamb']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm5301405/', 'name': 'Mia Goth'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm4825178/', 'name': 'David Corenswet'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0942858/', 'name': 'Tandi Wright'}]",Mia Goth,https://www.imdb.com/name/nm5301405/,David Corenswet,https://www.imdb.com/name/nm4825178/,Tandi Wright,https://www.imdb.com/name/nm0942858/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1488800/', 'name': 'Ti West'}]",Ti West,https://www.imdb.com/name/nm1488800/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0390816/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0609239/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0751584/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1488800/', 'name': 'Ti West'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm5301405/', 'name': 'Mia Goth'}]",Ti West,https://www.imdb.com/name/nm1488800/,Mia Goth,https://www.imdb.com/name/nm5301405/,unknown,unknown,103,14,49,,unknown,9423445.0,3128427.0,9747742.0
Laal Singh Chaddha,177103,5.6,PG,2022-08-11,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,"['indian remake of american film', 'foreign language adaptation', 'based on film', 'remake', 'remake of american film']",indian remake of american film,foreign language adaptation,based on film,remake,remake of american film,"['Aamir Khan Productions', 'Viacom18 Motion Pictures']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0451148/', 'name': 'Aamir Khan'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm14022176/', 'name': 'Ahmad Ibn Umar'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0004626/', 'name': 'Kareena Kapoor'}]",Aamir Khan,https://www.imdb.com/name/nm0451148/,Ahmad Ibn Umar,https://www.imdb.com/name/nm14022176/,Kareena Kapoor,https://www.imdb.com/name/nm0004626/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2378914/', 'name': 'Advait Chandan'}]",Advait Chandan,https://www.imdb.com/name/nm2378914/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0026618/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0328195/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0474609/', 'name': 'Atul Kulkarni'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0343165/', 'name': 'Winston Groom'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0744839/', 'name': 'Eric Roth'}]",Atul Kulkarni,https://www.imdb.com/name/nm0474609/,Winston Groom,https://www.imdb.com/name/nm0343165/,Eric Roth,https://www.imdb.com/name/nm0744839/,159,5,22,1800000000.0,INR,3401324.0,1486924.0,12093536.0
Barbarian,167817,7.0,14A,2022-09-09,"['Horror', 'Mystery', 'Thriller']",Horror,Mystery,Thriller,"['airbnb rental', 'basement', 'stranger danger', 'hidden basement', 'awakened in middle of night']",airbnb rental,basement,stranger danger,hidden basement,awakened in middle of night,"['BoulderLight Pictures', 'Dare Films', 'Hammerstone Studios']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm3569284/', 'name': 'Georgina Campbell'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0803889/', 'name': 'Bill Skarsgård'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0519043/', 'name': 'Justin Long'}]",Georgina Campbell,https://www.imdb.com/name/nm3569284/,Bill Skarsgård,https://www.imdb.com/name/nm0803889/,Justin Long,https://www.imdb.com/name/nm0519043/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1199107/', 'name': 'Zach Cregger'}]",Zach Cregger,https://www.imdb.com/name/nm1199107/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0378412/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0789109/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0687402/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1199107/', 'name': 'Zach Cregger'}]",Zach Cregger,https://www.imdb.com/name/nm1199107/,unknown,unknown,unknown,unknown,102,5,21,4500000.0,USD,40842944.0,10543948.0,45352337.0
Fall,96499,6.4,14A,2022-08-12,"['Action', 'Thriller']",Action,Thriller,unknown,"['adrenaline junkie', 'friendship', 'survival thriller', 'father daughter relationship', 'free climbing']",adrenaline junkie,friendship,survival thriller,father daughter relationship,free climbing,"['Capstone Studios', 'Tea Shop Productions']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1534201/', 'name': 'Grace Caroline Currey'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm4722966/', 'name': 'Virginia Gardner'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2864252/', 'name': 'Mason Gooding'}]",Grace Caroline Currey,https://www.imdb.com/name/nm1534201/,Virginia Gardner,https://www.imdb.com/name/nm4722966/,Mason Gooding,https://www.imdb.com/name/nm2864252/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1470993/', 'name': 'Scott Mann'}]",Scott Mann,https://www.imdb.com/name/nm1470993/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0907516/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0332878/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1491927/', 'name': 'Jonathan Frank'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1470993/', 'name': 'Scott Mann'}]",Jonathan Frank,https://www.imdb.com/name/nm1491927/,Scott Mann,https://www.imdb.com/name/nm1470993/,unknown,unknown,107,0,3,3000000.0,USD,7240521.0,2512145.0,17363261.0
Day Shift,87363,6.1,R,2022-08-12,"['Action', 'Comedy', 'Fantasy']",Action,Comedy,Fantasy,"['father', 'vampire', 'vampirism', 'urban setting', 'california']",father,vampire,vampirism,urban setting,california,"['Impossible Dream Entertainment', '87Eleven Entertainment']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0004937/', 'name': 'Jamie Foxx'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2002649/', 'name': 'Dave Franco'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm6812060/', 'name': 'Natasha Liu Bordizzo'}]",Jamie Foxx,https://www.imdb.com/name/nm0004937/,Dave Franco,https://www.imdb.com/name/nm2002649/,Natasha Liu Bordizzo,https://www.imdb.com/name/nm6812060/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0675102/', 'name': 'J.J. Perry'}]",J.J. Perry,https://www.imdb.com/name/nm0675102/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0626423/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0836036/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm11996939/', 'name': 'Tyler Tice'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm8748334/', 'name': 'Shay Hatten'}]",Tyler Tice,https://www.imdb.com/name/nm11996939/,Shay Hatten,https://www.imdb.com/name/nm8748334/,unknown,unknown,113,2,2,100000000.0,USD,,,
